Title,Price,Odometer,Transmission,Engine
2018 Nissan X-TRAIL ST T32 Series II Auto 2WD,"$24,980* ","65,390 km",Automatic,4cyl 2.5L Petrol
2017 Hyundai Tucson Active X Auto 2WD MY17,"$17,988* ","202,005 km",Automatic,4cyl 2.0L Petrol
2021 Volvo XC60 B5 Inscription Auto AWD MY22,"$88,666* ","2,856 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Hyundai Palisade Highlander Auto AWD MY21,"$87,490 ",10 km,Automatic,4cyl 2.2L Turbo Diesel
2021 Jeep Cherokee S-Limited Auto 4x4 MY21,"$58,733 ",542 km,Automatic,6cyl 3.2L Petrol
2018 Toyota Kluger Grande Auto AWD,"$52,880* ","58,146 km",Automatic,6cyl 3.5L Petrol
2018 Mazda CX-5 GT KF Series Auto i-ACTIV AWD,"$41,990* ","58,469 km",Automatic,4cyl 2.5L Petrol
2016 Toyota RAV4 GXL Auto 2WD,"$28,444* ","74,926 km",Automatic,4cyl 2.0L Petrol
2019 Mitsubishi ASX ES XD Auto 2WD MY20,"$27,997* ","39,501 km",Automatic,4cyl 2.0L Petrol
2021 Aston Martin DBX Auto AWD MY21,"$399,990* ",960 km,Automatic,8cyl 4.0L Turbo Petrol
2018 Porsche Cayenne S 9YA Auto 4x4 MY19,"$149,000* ","39,671 km",Automatic,6cyl 2.9L Turbo Petrol
2021 Audi Q5 45 TFSI Sport Auto quattro ultra MY21,"$97,800 ","2,028 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Lexus RX RX300 Luxury Auto,"$88,900* ","9,847 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Mazda CX-5 Akera KF Series Auto i-ACTIV AWD,"$57,457 ","1,300 km",Automatic,4cyl 2.5L Turbo Petrol
2019 Toyota RAV4 Cruiser Auto 2WD,"$49,888* ","34,424 km",Automatic,4cyl 2.0L Petrol
2021 Volkswagen T-Cross 85TSI Style C1 Auto FWD MY22,"$41,990 ",,Automatic,3cyl 1.0L Turbo Petrol
2018 Audi Q2 35 TFSI design Auto MY19,"$38,800* ","40,284 km",Automatic,4cyl 1.4L Turbo Petrol
2016 Hyundai Tucson Highlander Auto AWD,"$37,580* ","71,372 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Subaru XV 2.0i-S G4X Auto AWD MY16,"$29,990* ","40,469 km",Automatic,4cyl 2.0L Petrol
2020 Mitsubishi Eclipse Cross ES YA Auto 2WD MY20,"$28,990* ","17,653 km",Automatic,4cyl 1.5L Turbo Petrol
2014 Audi Q5 TFSI Auto quattro MY14,"$27,800* ","93,084 km",Automatic,4cyl 2.0L Turbo Petrol
2019 Nissan QASHQAI ST J11 Series 3 Auto MY20,"$25,990* ","24,027 km",Automatic,4cyl 2.0L Petrol
2017 Suzuki Vitara S Turbo Auto 2WD,"$22,888* ","77,699 km",Automatic,4cyl 1.4L Turbo Petrol
2015 Holden Captiva 7 LTZ CG Auto AWD MY15,"$17,790* ","122,913 km",Automatic,4cyl 2.2L Turbo Diesel
2017 Mercedes-Benz GLC-Class GLC250 d Auto 4MATIC,"$84,850 ","61,369 km",Automatic,4cyl 2.1L Turbo Diesel
2020 Hyundai Palisade Auto AWD MY21,"$79,990 ","4,850 km",Automatic,4cyl 2.2L Turbo Diesel
2020 Volvo XC60 D4 Inscription Auto AWD MY20,"$72,777* ","1,005 km",Automatic,4cyl 2.0L Turbo Diesel
2021 Volkswagen T-Roc 140TSI Sport A1 Auto 4MOTION MY21,"$51,990 ",10 km,Automatic,4cyl 2.0L Turbo Petrol
2018 Nissan Pathfinder Ti R52 Series II Auto 4WD MY17,"$46,888* ","29,335 km",Automatic,2.5SC/188kW Hybrid
2020 Haval H9 Ultra Auto 4WD MY19,"$45,990 ",150 km,Automatic,4cyl 2.0L Turbo Petrol
2016 Mazda CX-9 Azami TC Auto i-ACTIV AWD,"$41,777* ","81,500 km",Automatic,4cyl 2.5L Turbo Petrol
2017 Volkswagen Tiguan 162TSI Highline 5N Auto 4MOTION MY17,"$39,990* ","52,890 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Renault Captur Zen Auto,"$34,655 ",,Automatic,4cyl 1.3L Turbo Petrol
2018 Honda CR-V VTi-S Auto FWD MY18,"$32,880* ","28,850 km",Automatic,4cyl 1.5L Turbo Petrol
2013 Hyundai Santa Fe Elite Auto 4x4 MY13,"$19,990* ","207,100 km",Automatic,4cyl 2.2L Turbo Diesel
2014 Toyota RAV4 GX Manual 2WD MY14,"$11,990* ","198,648 km",Manual,4cyl 2.0L Petrol
2018 Lexus LX LX570 Auto 4x4,"$139,900* ","39,550 km",Automatic,8cyl 5.7L Petrol
2021 Mazda CX-9 Azami TC Auto i-ACTIV AWD,"$76,475 ",2 km,Automatic,4cyl 2.5L Turbo Petrol
2019 Jeep Wrangler Unlimited Rubicon Auto 4x4 MY19,"$75,990* ","34,681 km",Automatic,6cyl 3.6L Petrol
2016 Mercedes-Benz GLE-Class GLE350 d Auto 4MATIC,"$74,990 ","108,505 km",Automatic,6cyl 3.0L Turbo Diesel
2014 Land Rover Range Rover Sport TDV6 SE Auto 4x4 MY14.5,"$72,789* ","119,992 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Volvo XC40 T5 R-Design Auto AWD MY21,"$69,990* ","1,258 km",Automatic,4cyl 2.0L Turbo Petrol
2017 BMW X3 xDrive30i G01 Auto 4x4,"$55,309 ","83,300 km",Automatic,4cyl 2.0L Turbo Petrol
2017 Land Rover Discovery Sport TD4 150 SE Auto 4x4 MY17,"$51,990* ","56,956 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Audi Q5 TFSI Sport Edition Auto quattro MY17,"$39,800* ","77,534 km",Automatic,4cyl 2.0L Turbo Petrol
2018 Toyota RAV4 GX Auto 2WD,"$35,990* ","54,130 km",Automatic,4cyl 2.0L Petrol
2018 Mazda CX-5 Touring KF Series Auto i-ACTIV AWD,"$33,888* ","97,929 km",Automatic,4cyl 2.5L Petrol
2020 Nissan JUKE ST-L F16 Auto 2WD,"$31,990* ","9,680 km",Automatic,3cyl 1.0L Turbo Petrol
2019 Nissan X-TRAIL ST T32 Series II Auto 2WD,"$27,450* ","52,617 km",Automatic,4cyl 2.5L Petrol
2013 Hyundai ix35 SE Auto,"$19,888* ","91,711 km",Automatic,4cyl 2.0L Petrol
2019 Audi SQ5 Auto quattro MY19,"$94,880* ","17,530 km",Automatic,6cyl 3.0L Turbo Petrol
2021 Alfa Romeo Stelvio Sport Auto AWD MY21,"$75,372 ",,Automatic,4cyl 2.0L Turbo Petrol
2016 BMW X5 sDrive25d F15 Auto,"$53,800* ","94,719 km",Automatic,4cyl 2.0L Turbo Diesel
2018 Jeep Grand Cherokee Limited Auto 4x4 MY18,"$51,888* ","84,552 km",Automatic,6cyl 3.6L Petrol
2015 Land Rover Range Rover Evoque TD4 180 SE Auto 4x4 MY16,"$43,990* ","97,959 km",Automatic,4cyl 2.0L Turbo Diesel
2021 Peugeot 2008 Allure Auto MY21,"$38,990 ",,Automatic,3cyl 1.2L Turbo Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$36,870 ",,Automatic,3cyl 1.0L Turbo Petrol
2021 Haval H6 Lux Auto,"$35,485 ",,Automatic,4cyl 2.0L Turbo Petrol
2014 Mazda CX-5 Akera KE Series Auto AWD MY14,"$27,490* ","70,525 km",Automatic,4cyl 2.2L Turbo Diesel
2016 Nissan QASHQAI TL J11 Auto,"$25,990* ","92,695 km",Automatic,4cyl 1.6L Turbo Diesel
2016 Nissan X-TRAIL ST-L T32 Auto 4WD,"$24,490* ","61,370 km",Automatic,4cyl 2.5L Petrol
2015 Mitsubishi Outlander LS ZJ Auto 2WD MY14.5,"$23,990* ","73,666 km",Automatic,4cyl 2.0L Petrol
2012 Nissan Dualis Ti-L J10 Series 3 Auto 2WD MY12,"$19,990* ","70,156 km",Automatic,4cyl 2.0L Petrol
2021 Volkswagen Touareg 170TDI CR Auto 4MOTION MY22,"$110,378 ",,Automatic,6cyl 3.0L Turbo Diesel
2021 Volvo XC60 T5 Inscription Auto AWD MY21,"$72,666* ","10,019 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Audi Q2 35 TFSI Auto MY22,"$67,800 ","2,144 km",Automatic,4cyl 1.5L Turbo Petrol
2021 Subaru Outback AWD Sport 6GEN Auto AWD MY21,"$47,961 ","8,449 km",Automatic,4cyl 2.5L Petrol
2017 Mercedes-Benz GLA-Class GLA220 d Auto,"$43,666* ","47,478 km",Automatic,4cyl 2.1L Turbo Diesel
2014 Hyundai Santa Fe Highlander Auto 4x4 MY14,"$29,990* ","82,144 km",Automatic,4cyl 2.2L Turbo Diesel
2014 Hyundai Santa Fe Highlander Auto 4x4 MY14,"$27,980* ","138,377 km",Automatic,4cyl 2.2L Turbo Diesel
2018 Nissan X-TRAIL ST T32 Series II Auto 4WD,"$24,990* ","120,869 km",Automatic,4cyl 2.5L Petrol
2016 Holden Trax LS TJ Auto MY16,"$17,880* ","24,993 km",Automatic,4cyl 1.8L Petrol
2011 Mitsubishi ASX XA Auto 2WD MY11,"$14,850* ","111,436 km",Automatic,4cyl 2.0L Petrol
2021 Land Rover Defender 90 P300 Auto AWD MY21,"$119,789* ",33 km,Automatic,4cyl 2.0L Turbo Petrol
2019 Audi SQ5 Auto quattro MY20,"$99,888* ","31,383 km",Automatic,6cyl 3.0L Turbo Petrol
2017 Mercedes-Benz GLA-Class GLA45 AMG Auto 4MATIC,"$69,850 ","51,569 km",Automatic,4cyl 2.0L Turbo Petrol
2017 BMW X5 xDrive30d F15 Auto 4x4,"$58,880* ","101,355 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Honda CR-V VTi L AWD Auto 4WD MY21,"$44,990* ","8,139 km",Automatic,4cyl 1.5L Turbo Petrol
2021 Mazda MX-30 G20e Evolve DR Series Auto,"$39,449 ","2,977 km",Automatic,4cyl 2.0L Petrol
2020 Volkswagen T-Cross 85TSI Style C1 Auto FWD MY21,"$35,880 ","6,309 km",Automatic,3cyl 1.0L Turbo Petrol
2016 Mitsubishi ASX LS XB Auto 2WD MY15.5,"$19,999* ","89,955 km",Automatic,4cyl 2.0L Petrol
2006 Nissan Murano TI Z50 Auto 4x4,"$5,999* ","343,648 km",Automatic,6cyl 3.5L Petrol
2019 Land Rover Range Rover Evoque D180 SE Auto 4x4 MY20,"$85,777* ","15,876 km",Automatic,4cyl 2.0L Turbo Diesel
2017 Jeep Wrangler Overland Auto 4x4 MY18,"$54,990* ","44,961 km",Automatic,6cyl 3.6L Petrol
2018 Toyota Kluger GXL Auto AWD,"$53,888* ","32,041 km",Automatic,6cyl 3.5L Petrol
2021 Mazda MX-30 G20e Evolve DR Series Auto,"$36,664 ",143 km,Automatic,4cyl 2.0L Petrol
2016 Mazda CX-5 Grand Touring KE Series 2 Auto i-ACTIV AWD,"$32,800 ","56,885 km",Automatic,4cyl 2.5L Petrol
2016 Hyundai Tucson Active X Auto 2WD,"$26,995* ","79,681 km",Automatic,4cyl 2.0L Petrol
2013 Nissan Pathfinder ST-L R52 Auto 4WD MY14,"$24,000* ","118,423 km",Automatic,6cyl 3.5L Petrol
2012 Hyundai Santa Fe Active Auto 4x4 MY13,"$14,748* ","240,223 km",Automatic,4cyl 2.4L Petrol
2013 Holden Captiva 7 SX CG Series II Auto MY12,"$9,999* ","175,621 km",Automatic,4cyl 2.4L Petrol
2021 Volvo XC60 T8 Polestar Auto 4x4 MY21,"$115,990* ","1,368 km",Automatic,2.0TSC/311kW Hybrid
2019 Volvo XC90 T6 R-Design Auto AWD MY20,"$91,999* ","30,609 km",Automatic,4cyl 2.0L TSPetrol
2020 Jeep Wrangler Unlimited Overland Auto 4x4 MY21,"$76,990* ","14,794 km",Automatic,6cyl 3.6L Petrol
2019 Land Rover Discovery Sport D180 R-Dynamic SE Auto 4x4 MY20,"$74,990* ","12,000 km",Automatic,4cyl 2.0L Turbo Diesel
2014 Toyota Landcruiser Prado Altitude Auto 4x4 MY14,"$51,990* ","148,365 km",Automatic,4cyl 3.0L Turbo Diesel
2015 Isuzu MU-X LS-M Auto 4x2 MY15,"$36,888* ","98,077 km",Automatic,4cyl 3.0L Turbo Diesel
2019 Suzuki Vitara Turbo Auto 2WD,"$30,995* ","33,968 km",Automatic,4cyl 1.4L Turbo Petrol
2020 Kia Seltos Sport Auto 2WD MY21,"$30,222* ","11,046 km",Automatic,4cyl 2.0L Petrol
2014 Nissan Pathfinder ST-L R52 Auto 2WD MY14,"$27,987* ","110,491 km",Automatic,6cyl 3.5L Petrol
2021 Haval Jolion Premium Auto,"$26,985 ",,Automatic,4cyl 1.5L Turbo Petrol
2014 Hyundai ix35 Trophy Auto,"$19,990* ","90,477 km",Automatic,4cyl 2.0L Petrol
2015 Nissan JUKE Ti-S F15 Series 2 Manual 2WD,"$12,980* ","164,116 km",Manual,4cyl 1.6L Turbo Petrol
2020 Mitsubishi Outlander PHEV ES ZL Auto AWD MY21,"$52,730 ",10 km,Automatic,2.4i/157kW Hybrid
2021 Renault Arkana Intens Auto,"$41,556 ",,Automatic,4cyl 1.3L Turbo Petrol
2021 Haval H6 Premium Auto,"$31,990 ",,Automatic,4cyl 2.0L Turbo Petrol
2016 Volkswagen Tiguan 132TSI Comfortline 5N Auto 4MOTION MY17,"$29,888* ","67,716 km",Automatic,4cyl 2.0L Turbo Petrol
2013 Toyota RAV4 Cruiser Auto AWD,"$27,450* ","84,000 km",Automatic,4cyl 2.5L Petrol
2018 Nissan X-TRAIL ST T32 Series II Auto 2WD,"$26,980* ","73,006 km",Automatic,4cyl 2.5L Petrol
2015 Hyundai ix35 Elite Auto AWD MY15,"$22,990* ","90,057 km",Automatic,4cyl 2.4L Petrol
2016 Mitsubishi ASX LS XB Manual 2WD MY15.5,"$19,950* ","66,787 km",Manual,4cyl 2.0L Petrol
2016 Mitsubishi ASX LS XB Auto 2WD MY15.5,"$19,898* ","86,303 km",Automatic,4cyl 2.0L Petrol
2020 Maserati Levante GranSport Auto MY20,"$143,878* ","15,249 km",Automatic,6cyl 3.0L Turbo Petrol
2021 BMW X3 M40i G01 Auto 4x4,"$122,900 ","2,410 km",Automatic,6cyl 3.0L Turbo Petrol
2017 BMW X5 xDrive30d F15 Auto 4x4,"$71,990 ","66,371 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Jeep Compass Launch Edition Auto FWD MY21,"$44,990 ",,Automatic,4cyl 2.4L Petrol
2016 Hyundai Tucson Elite Auto AWD,"$23,888* ","117,594 km",Automatic,4cyl 1.6L Turbo Petrol
2021 Audi Q7 45 TDI Auto quattro MY22,"$138,800 ","2,041 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Volvo XC60 T8 Polestar Auto 4x4 MY21,"$108,990* ","3,854 km",Automatic,2.0TSC/311kW Hybrid
2016 Porsche Cayenne Diesel Platinum Edition 92A Auto 4x4 MY17,"$86,900 ","72,294 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Lexus UX UX200 F Sport Auto 2WD,"$66,880* ","4,091 km",Automatic,4cyl 2.0L Petrol
2018 Hyundai Santa Fe Highlander Auto 4x4 MY18,"$56,888* ","16,569 km",Automatic,4cyl 2.2L Turbo Diesel
